,Auxiliary Boilers A/B Feed Water Header Pressure 2,Auxiliary Boilers Feed Water Header Pressure,Heat Recovery System Header Mass Flow,Heat Recovery System Header Mass Flow.1,Heat Recovery System Header Pressure,Heat Recovery System Header Pressure.1,Lube Oil Cooler Outlet Temperature,Lube Oil Tank Temperature,Motor Current Phase A,Motor Current Phase B,Motor Current Phase C,Motor Input Power,Motor Power Factor,Motor Voltage,Pump Discharge Pressure,Pump Discharge Volumetric Flow,Pump Journal 1 Bearing Temperature,Pump Journal 2 Bearing Temperature,Pump Radial Bearing Vibration,Pump Shaft Speed,Pump Suction Pressure 1,Pump Suction Pressure 2,Pump Suction Strainer Differential Pressure,Pump Suction Temperature,Pump Thrust Bearing Temperature 1,Pump Thrust Bearing Temperature 2
0,1299.9998471440972,1299.9323672413193,302136.6891086111,305769.2011641493,1772.3438652251737,1774.8517823329862,68.59462388620312,74.3533583256632,147.28868712335068,147.58546372569447,146.02334957430554,,,4236.037884018403,1783.7329233036457,875.6786327053819,136.32727594628471,143.75910497788195,9.495488808715278,3589.9073149479177,24.949539829623266,16.793090431776044,0.29287121045468745,226.88364592916668,96.69125431665452,84.893396396125
1,1300.2263996805557,1300.2511679588542,304640.2543051215,308413.3487286979,1763.6983467309028,1766.4123251852432,69.86749420630728,75.68045847806076,148.39411185083333,148.70284037076388,147.29747929875,,,4238.021613665278,1775.7921526836808,892.3557631491667,136.48161683090277,144.1274314297743,9.396262632552778,3589.0408716953125,24.899770238008678,16.75239911276736,0.3066702654440972,227.21039039095484,97.55343851217013,85.87699231968577
2,1300.4018771227431,1300.3246697753473,307767.6881280382,309923.3966615972,1751.8745125690973,1754.79157228316,74.23076168302258,79.7403533100816,149.87602151467013,150.1407607816493,148.83721648861112,,,4238.361246165451,1764.2049510982638,914.9501209992882,136.7248184325,144.94942431777778,9.348186181400695,3588.3365892625,24.84927450753125,16.734525294779512,0.3272713760942708,226.87011968536459,100.01325651971355,88.91788736056075
3,1300.9993210277778,1300.9815384543401,304965.2232943403,305798.70387133677,1745.351527578646,1748.1019395227431,77.51087477475,81.90531065992361,150.72795164373264,150.91929663541666,149.60226662442707,,,4237.947916427257,1757.6636771116318,927.5412127167361,138.90900006029514,145.69263028083333,9.281961229605903,3589.2947195652773,24.80083491905729,16.73636810780382,0.34002570868819443,226.51728480616322,102.28771010764237,91.63457338016667
4,1300.1529637706597,1300.1221833793402,303890.39435522567,305456.5281235938,1769.9248000295138,1772.6826087131944,69.50930194126042,74.2587715612691,147.72987031671875,147.94730046887153,146.47816390711807,,,4238.712911411285,1781.724831477257,880.6979217949653,136.7432036791493,143.70222374081595,9.44064687010868,3589.2875355998262,24.90096317663542,16.786923340630207,0.295441745925868,226.96867031784723,97.09761385381597,85.38717726073611
5,1300.1128335784722,1300.0992803194445,306922.6715256771,309370.907278316,1763.224355828125,1765.7850556949652,67.6105965216875,72.65836943519444,148.57837208913193,148.77220298975695,147.53759712362847,,,4238.784655177084,1775.3308088125002,894.424876797934,135.20868128140626,143.9400410413368,9.425186422384895,3589.037321194445,24.862309249213542,16.749411945055556,0.30648193025156245,227.1510530130382,96.18149852367883,84.11021635667187
6,1300.6150540706597,1300.5843669729168,307761.631817257,309607.59450210066,1761.2047578237848,1763.9481105501739,67.16089829005729,72.54826792484549,148.88288355413195,149.10081961692708,147.73407909085068,,,4238.011697578646,1773.4015578045137,898.0573202872918,134.91238317406248,142.59876252282987,9.418208774263888,3589.5467823456606,24.878749520243055,16.75352954534375,0.3100306967826389,227.19473376296875,95.57159176141667,83.68602208959548
7,1300.0851597965277,1300.0754215302084,311888.51923654514,316879.3992707465,1756.9931858935765,1759.8282812609375,64.06077795756597,68.40667970844271,149.38343556756945,149.62644354555556,148.38810472524307,,,4240.824140095312,1769.6838024572914,906.8114174419966,133.09928197208333,143.05753161840278,9.32627752490139,3589.045536254861,24.832919776133682,16.727457122494794,0.31706920499809027,227.4219144752778,93.83502608141666,81.4371688723507
8,1299.9616967559027,1299.9366729324652,314146.27587661456,319183.97050581593,1753.072928682639,1755.867499076042,60.398770546904515,64.90563739071007,149.9881361377257,150.22843276958335,148.84704023166665,,,4243.171766588021,1765.8455194270832,914.1115409435068,134.35529280331596,141.85143547220486,9.29862346218316,3589.729687667188,24.863235854124998,16.754737173690973,0.32270545457378474,228.01104038907988,91.60957684119617,78.37104847167708
9,1300.0458995480901,1300.0393099911457,317677.22074944444,318485.52832355903,1757.3906774812501,1760.5121594819443,69.79382563371354,75.59594564176562,149.18340090401043,149.41773175675345,148.14291492045137,,,4240.445032518924,1770.2234744197915,904.4934044317014,136.56047658404515,144.14392589206597,9.344527103999132,3589.5606739227433,24.869118741805554,16.77522300577604,0.31442944590434024,227.9906794788021,97.73806770358507,85.94974901014062
10,1300.103650160764,1300.0641049970486,253882.92253255728,247934.5959387799,1763.4141260600695,1765.6030696956595,81.91195430491146,85.96637230584028,148.49597330100693,148.78526590440973,147.59489985845488,,,4234.392065531076,1773.550811898611,896.5376726472222,141.48814354727432,147.40529130824652,9.166155945836806,3588.6074652713537,24.861757736064238,16.786788746875,0.31050568448420135,227.40801916664932,106.01205776733508,95.75694436640971
11,1300.009105116146,1299.9909745157986,320662.1186503125,3147.914988590255,1805.344085993229,1810.9508507069445,83.32349692982986,86.58409763707292,141.93809614706598,142.11981416873263,140.61249421177084,,,4238.937443038195,1813.346996311632,806.633408260382,142.81871728894097,148.32983344697917,9.532296228418229,3588.8722423484373,25.00924996899479,16.93222952176042,0.2416816018913194,227.12341042913198,107.53563128161458,97.2721877283125
12,1299.9639387359375,1299.9220890892361,329493.4747534375,78054.79993404826,1795.9259188142362,1801.4506871097224,74.48937164937674,78.50755569539062,143.28060818239584,143.5337380115625,142.1018101771528,,,4240.608304950521,1805.3399689782987,824.5545312675174,140.38998388928817,145.25226695805554,9.693752753098437,3589.6551939315978,25.010813587829862,16.897782944319445,0.2552075739067708,227.52421724572915,100.39484738249133,89.14920750327778
13,1299.2991303364583,1299.2512877567708,329107.6364563021,331523.40101243055,1727.4906596123265,1730.873629746528,70.6696510394514,75.11442338233333,153.181780464809,153.46606582788195,151.9147916126389,,,4235.750896290452,1741.4640250546875,960.1252857112848,137.9421179061111,143.31664646980903,9.192666087799479,3588.988171563368,24.75793361530729,16.683958896836806,0.36921561495312505,227.29571901194444,97.53905483888195,86.128218797875
14,1300.912239270486,1300.905346221875,327553.7587869097,330233.85188062495,1709.0521856800347,1712.3775934894097,71.85458906888888,76.49722140361285,155.48726139086804,155.75085127041666,154.2001058392882,,,4235.931296467361,1723.1176256388887,994.8449535245486,138.56859625748265,143.46361145743055,9.14829334476198,3589.001300974479,24.636691081803818,16.594426703612847,0.4005496266151042,227.0619144565104,98.18952600566146,86.88276829441493
15,1300.7659866376737,1300.7348004734374,328592.93011944444,333001.22807442705,1711.4473422876738,1714.8951665291665,75.68613624441319,79.54016029571355,155.1676995730729,155.37398847166665,153.9275231996007,,,4234.907860488542,1725.709517085764,990.3141961860069,139.52898690414932,144.60369608144097,9.114562406305035,3588.662026206077,24.632781147677083,16.626098897248262,0.394710395597743,227.16795266753473,100.83218593756943,90.12947015633159
16,1300.286519903125,1300.2090933154514,314348.95799538196,318542.07617522567,1748.7124595487846,1751.4682838621527,61.746989824397566,65.6580939220382,150.75753815217016,150.9461307581597,149.58755650282987,,,4231.43336318316,1761.1602253876736,921.9824545644791,135.08434147828123,141.7425970130903,9.39238022988802,3589.306733194792,24.786492514001736,16.73794038336632,0.3310166967232639,228.03382885192707,92.19504040216319,79.52292724721006
17,1300.2432411854168,1300.1798550559029,312043.71455961803,317056.6932914236,1748.5282964069445,1751.2395739876736,57.08669714132812,61.07372373410764,150.55959178901043,150.79769455609375,149.5485495384375,,,4239.892519471007,1761.2169229723959,922.8002674821528,130.80112657461805,141.08065302385418,9.392023141525174,3589.8886490829864,24.75478882390625,16.66483848242882,0.3306769280923611,227.8048195896528,89.72394422030382,76.42461944951388
18,1300.68750080625,1300.6345207642362,308276.9348117882,311655.5955436111,1732.3433804402778,1735.1784376621529,67.4672622303177,72.20392166837499,152.34935757069445,152.6402740349132,151.35050913751735,,,4243.54793711302,1745.2328051138888,953.3576626238367,135.34848526822915,142.71097206024305,9.220868817805728,3589.011616756944,24.714897393170137,16.670166293644098,0.3608918492385417,226.8814780367882,95.69585963886978,83.86788821761458
19,1300.1886065434028,1300.2091903274304,314133.9697894618,317483.1870474653,1746.009366482465,1748.8386387532987,57.25916795269445,60.94058818025868,150.54951252190972,150.81584270314235,149.57766847322915,,,4246.678360509549,1759.0108003418404,926.2139464929687,133.002186023125,140.59669424954862,9.41612469835,3589.3179389088536,24.753219664817706,16.66664449388368,0.3360519342989583,227.62488308734376,89.56575668148957,76.08919546069964
